Jacobi,GaussSeidel,Gradient,ConjugateGradient
0.0001784555604729996,0.001541881707441628,0.009307067852833039,0.0015234839515928566
1.8114037084014183e-6,2.0314114146209963e-5,9.791807991857762e-5,1.49416641571362e-5
1.838655924085265e-8,1.4388326955547567e-7,9.825538516434817e-7,1.5244095894662008e-8
1.8663265339117336e-10,1.891824991089685e-9,9.816343907147303e-9,1.319917441491304e-10
